问题名,问题具体内容,回答信息
你的编程能力从什么时候开始突飞猛进？,无问题描述,回顾一下，我的技术能力（不仅仅是编程，而是解决问题的能力）的进步大约有几个重要的节点: 1. 刚入行时的入门练习题 这个是当年狼厂网页搜索部门的传统，不知道现在还有没有，入职第一个任务是完成两道练习题。一题是在Linux上用纯C（不许用C++，没有stl可用）完成一个多线程的网页抓取器，另一题是同样的环境语言完成2G大小的query（搜索查询词）的top100提取，有时间要求。 入厂之前我在Linux上没有写过代码。 两天时间从Linux基本命令的熟悉，vim gcc gdb的使用学习，从malloc和free开始搞内存管理，从0开始码hashtable(还得自己写hash函数），从socket开始实现http client和各种协议码解析，使用pthread多线程和信号量互斥同步，基本把操作系统计算机网络复习了一遍。 这两天把我四年本科三年研究生没搞扎实的工程基础全部补上了。 结论:有目的的练习，尤其是一个完整的应用问题的解决，是学习的不二法门。 2. 接手一个完整的模块（子系统） 搞完入门练习，leader过来跟我说：小胡，现在有一个重要的模块交给你，赶紧熟悉一下，然后完成如下功能升级。 这个模块是前厂存储网页的核心模块，在当年内存4g的奔腾主机上单机存储几千万网页，几台机器存下了当时整个中文互联网。支持高性能的随机存取和顺序读，可以说把机器性能压榨到了极致。 3w行，纯C。 啃了几天终于搞明白了结构，（多年以后我还得感谢source insight），同时也对写这个模块的大牛佩服的五体投地，为了压榨内存把每一个bit都物尽其用，各子模块之间的分工又是那么的优雅。 然后是上手改，看懂了之后功能升级很简单，只改了十几行代码，但上线的时候真是手发抖！ 后来才知道这个模块好几个前任都没成功接下来就被fire了.... 后来又经历了若干次升级，解决各种诡异bug（搞过高并发存储系统的应该知道坑有多深），编码和解决问题的能力突飞猛进。 结论: 学习系统设计的最佳途径是看一个优秀设计的源码，检验成果的方式是改造它应用于你的实际场景。 3. 接手一个完整的系统 搞定存储模块之后，我的下一个任务是升级喝扩展一个完整的抓取系统。 和入门练习做的抓取器不同，这个完整的抓取系统（又称spider）是工业级的，需要每天完成千万级的抓取量，还需要考虑并发压力控制，网页更新调度，垃圾网页处理，去重等等诸多现实的工程问题。 大大小小十来个模块，十来万行代码，大部分是C，还有接近一万行的bash脚本（用bash实现分布式的网页去重处理你信？） 这时会发现很多模块内部都有不少实现不尽如人意的地方，但是由于借口定义的好，模块直接容错性强，整个系统还是work的。 这促使我思考系统级的架构，最需要关注的重点是什么，良好的结构远胜于细节的雕琢。 大约小半年后，我对这个系统基本做到出任何问题能立刻反映到是那个模块出的问题，对问题的分析定位能力又上了一个台阶。 结论: 理解了接口定义和系统结构重于实现细节，就迈出了架构师的第一步 4. 设计一个完整的子系统 此时大概工作快两年了，原来的抓取系统有一个很大的问题，就是积累的网页数太多，更新资源分配不过来，导致系统中大量网页在互联网上已经404但仍然会进到线上被检索出来。我们称之为死链接问题 通过对死链的规律分析，我发现互联网上大部分死链存在站点或目录级聚集的现象，这个其实很好理解，一个网站无力维护了，自然就全部挂掉，目录级很可能是网站改版了，或者一个子频道关闭了。利用这个规律，我们可以大幅度降低死链检测的资源耗费。 在这个认识的基础上，我设计了一个独立的死链检测系统。上线效果很不错，检查死链的流量开销降低到原来10%，网页库中死链还下降了。 结论: 架构师首选要解决的是待解决问题的精确描述，和对问题域的分布规律的挖掘，然后才是结构设计。 5. 设计一个新的系统 工作第四，五年间，hadoop在业界逐渐流行起来，基于Google三件套的设计，当年的hadoop最上层的table还很不完善，但是mapreduce和hdfs已经很可以用了。 如何利用分布式基础框架改造系统，让系统更健壮（以及永更廉价的硬件給公司省钱），成了当时的一个重要问题。 整个抓取系统和建库系统的分布式改造，相当于重新设计一个新的大系统。需要考虑方方面面，如何逐步升级兼容原有系统？如何保证功能的完整性？原有设计中有一些不合理的地方，如何利用这次迁移同步改造？ 主导完这些工作后，系统架构方面再也没有遇到搞不定的问题。 结论: 好的架构师需要在合适的时机解决重要的问题，业务发展才能给你这样的机会。 上面5个节点，大致是T3 T4 T5 T6 T8的水平。 新冠在家隔离，半夜睡不着码字这么多。看完给个赞呗。
你的编程能力从什么时候开始突飞猛进？,无问题描述,刷了几百道leetcode之后，发现知乎大神们以前一直在聊的翻转二叉树啊，翻转链表啊，线段树啊，字典树啊，动态规划啊全都是很基础的概念。在破了这些虚妄以后，就不觉得很多事情很神秘了，并且也有基础的算法能力了。 于是开始看一些内置数据结构、内置库的实现，发现c++的map，python的OrderedDict原来也挺简单的，python的bisect，heaq原来跟书上学的内容差不多。 然后开始看有名的开源项目，比如leveldb，知道了memtable，sstable的设计，skiplist，lsm tree是啥。一边惊叹设计的巧妙，一边因为自己能理解最“核心”的科技而感到自信。 然后看了一些诸如《重构》，《代码大全》的“编码行为lint”的书，觉得自己对代码的审美好像也有所提高。 之所以感觉这段时间的学习是突飞猛进，是因为以前的工作全在纠结一些很小的问题上，但同时又发现很多大神都在聊我上面说的这些内容。现在破除了这些虚妄，终于发现从知乎上获得碎片化知识真不如亲身去看一下大神们推荐的书。 突飞猛进靠的是努力爬到巨人肩膀上。但可惜知乎大神们都不是这样的巨人，最多只能算是巨人的搬运工。
你的编程能力从什么时候开始突飞猛进？,无问题描述,我有幸有个姑父在腾讯做的蛮高。。。我曾经请教过他这个问题，他的回答是 ”读顶尖代码“ 他有个观点，好的 programmer 不是教出来的，更多是师傅领进门。这个东西就像武侠小说，真正的高手不用你出手，光是走几步，就看得出来了（代码风格）。而所幸一切顶尖的”招式“都在 github 上有对应 要做什么事情 ---> github看看做的最好的是怎么做的 ---> 代码一点点拆分、阅读、分析，看看有什么可以学习、借鉴、模仿，甚至蒙住看自己会怎么写 ---> 自己动手做，学习，比较，学习 具体来说，多关注一些 github 上的技术狂热者，热衷分享技术和代码，比如 lucidrains https://github.com/lucidrains ，用 PyTorch 复现了VIT、AF2、styleGAN、DALLE2、imagen、denoising diffusion 等等各种前沿，真的是宝藏男孩
你的编程能力从什么时候开始突飞猛进？,无问题描述,先说结论： 1、一定要接触最好的编程体系，好的体系可以达到事半功倍的效果，否则即便智商再高，也有可能要走很长的弯路； 2、切勿有畏难心理，在学习的过程中会遇到数次平台期，期间有可能会怀疑人生，需要熬过去； 3、编程水平的提升需要经过大量的练习，不存在不劳而获； 4、要和优秀的人一起学，遇到不会的问题，要放下面子，敢于提问； 5、遇到不会的知识点，需要硬啃，今天不解决的问题，明天不会自己解决； 6、数学对于编程非常重要，请学好数学； 7、教别人会让你自己水平变高； 我是从初一开始学编程的，一开始学编程只是为了多玩会游戏。2010年在三线城市的普通初中，编程这个事情压根就没有普及，我也不知道学这个东西有什么用，那时就是学着玩呗。因为也没有人教，我就买了一本清华大学出版社出的Pascal的教材在那边瞎折腾。那时候网上也没什么资料，所以我学了三年啥也没整明白，像搜索、最短路这些算法我连名字都没听过，更不用说会写了。 进入了绍兴一中，我突然发现，原来编程不是我以前认为的那样子的，是另一个样子的。因为周围有一些很牛逼的人，就是那些能拿国内甚至国际奥赛金牌的人，我才意识到差距不是一般的大，他们五分钟十分钟能解决的问题，我自己搞了两三天都不知道在干什么，就只能拼命地学，每天压力也很大，因为周围的人都比我水平高，他们都是从好的初中过来的而我的初中水平差，我每天就担心自己会不会垫底，所以心态很不好，人就很焦虑。 我那时从初三暑假开始在绍兴一中学，一个暑假就学会了很多东西，因为有学长带着，就把动态规划、图论基本上都学会了。后来想一想好像我也愿意走这条算法竞赛的路，就继续学了。 我人生有三次编程水平大飞跃的时期，我的高中时期是第一次。但这次背负了太大的压力，因为世界第一次向我敞开了大门，我之前根本就不敢去想清华北大之类的学校，因为我的人生目标一直都只是考上一个一本学校，然后回老家做一个公务员。突然间，看到了不一样的希望，因为太想要，所以最后也得不到。每天就是失眠，两三点要嗑安眠药才能睡着。大冬天下着雪，我穿一件衬衫也会流汗，但我就在那边拼命地学，因为我相信努力还是能出成绩的。那时候确实也学到了很多东西，每天早上七点就到机房，晚上怎么也得到十点十一点睡觉，有比赛的话就要到凌晨两三点，第二天又是七点去机房，每天重复这样的生活，大概过了一年多的时间。最后高中我水平也比较高，小比赛都很牛逼，但由于心态的原因，一到大比赛就会全线崩盘，差点就没大学上了，也受到了很多的质疑，质疑我平时在作弊，因为我平时的水平和比赛的水平差距实在太大了。我受了很大的委屈，我从小就很看不起作弊这件事情。 最后我运气比较好，进了上海交大，进交大的时候，我心里其实是有一股气的。我觉得我要证明我自己，因为高中相对来说还是有点失败的。那我得告诉以前那些小瞧我的人，他们是错的。 很庆幸我进了上海交通大学，无论是从能力上还是思想上都极大地改变了我的一生。 大学的时候，比赛是三个人一队，有两个队友，每天都在一起学习一起训练，这样的道路就不会觉得太孤单，以前一个人的时候会害怕，总会患得患失，现在队友就是坚强的后盾，你就不会再恐惧，因为你们三个人是一个整体。 那时候我也学了很多的数学，因为高中的学习其实很多是建立在猜上的，很多都是靠直觉，直觉就是依靠多次训练之后锻炼出来的，你觉得它是对的，它也确实是对的，但就是不知道为什么。大学学了线性代数、数分等等之后，第一次知道这些为什么是对的，而不是仅仅只会用它们。这件事情让我养成了一个很好的习惯，就是写代码之前要从数学上证明自己的想法，这会让你在写代码、打比赛的时候犯更少的错误。于是我实现了第二次飞跃。 那时候，我和队友们经常一起睡机房，也经常半夜到处翻墙，因为管机房的大爷要赶我们，我们每天要和他打游击。但那时候的生活是快乐的，为什么呢？因为我心中有一个目标，我就是要去战胜世界上最强大的对手，去追求那种一览众山小的感觉，所以你不会觉得那是一种苦，相反你会觉得非常有乐趣。最后的结果说好也不好，因为各种各样的原因，最后到一半我自己就把这个事情停掉了，就去做科研了。 在这个过程中，我花了五年的时间，也慢慢地自己治好了自己内心的不安和焦虑，重新获得了小时候那种平静。最后，我也发现，我压根就不需要向世界证明什么，压根就不需要去打败任何人，我唯一想做的就是，去探索更多的东西，去探索自己的极限到底在哪里，我的人生没有那么多的观众，做好我自己就行了。 又过了几年，当我开始教别人写程序的时候，我的编程水平又实现了一次飞跃。在这个过程当中，我神奇地发现，我对一些基础的理解其实并没有那么深刻，所以就经常讲了一半会讲不出个所以然来，于是就迫使我重新回去思考，突然就发现，自己又能做一些以前做不到的事情，又学会了一些以前好几年都学不会的算法。那就是说，我以前学不会是因为自己对一些事情的基础理解是错误的。所以大家在学习的时候，也要把自己的想法和理解告诉别人，这对你来说也是一个检验和提升的机会。 还有，在学习编程的过程中，我自己遇到了非常非常多的瓶颈期，就是那种半年一年啥都没提高的状态，每天练练练就是过不了那道坎。最后其实发现，其实熬熬就过去了，编程水平的提升好像就是这样的状态，你缓很久，然后突然上一个台阶，然后又缓很久，再提升，如此循环。所以现在大家学不会也不要着急，再熬一熬，也许过一段时间就上去了。 回首往事的时候我觉得自己是幸运的，为什么呢？ 第一，我确实遇到了一批世界上最好的人，无论是高中还是大学，大家因为共同的爱好聚在一起，每天不分日夜地去努力，在这个过程中互帮互助； 第二，我接触到了很好的编程体系，因为无论是高中还是大学，都拥有全世界最好的编程训练体系。我为什么对这个事情有很深刻的理解呢，因为我初中三年真的什么都没学会，初中三年做的事，高中一个礼拜就全都能做到了，如果我不进绍兴一中或上海交通大学，我可能一辈子都不会知道编程到底是什么、算法到底是什么； 第三，也是感谢命运给了我那么多的失败，让我非常早地就理解了，成功不是我追求的东西，我追求的是变成一个更好的自己； 第四，在过程中我也抵挡住了很多的诱惑，因为我的初中老师和我讲，我的天赋是低于平均水平的，但就是熬熬熬，好像把比我聪明的人都熬走了，因为他们都去做别的事情了，就我继续在干这个，好像熬一熬我也熬成了这个圈子里水平不那么差的人。所以我相信，很多事情是因为坚持，你才能够与众不同。天赋只能帮助你一时，但只有热爱和坚持才能帮助你一世； 第五，那时候我经常会死磕，经常下一个狠心，我不吃饭不睡觉一定要做完一个事情。如果没有这一次次的死磕，我想我也不会是今天这样。 后来，无论是科研也好工作也罢，我真的看到了很多很多东西，每天都抱着一种好奇心，想要对世界多了解一点，但如果不是因为遇到了编程，遇到了这么多非常优秀的人，遇到了这么多优秀的老师，我这样天赋的人是压根不可能走到今天的。所以，现在我们想把我们的好东西分享给更多的人，我们真的想要把自己了解到的东西开放出来让大家少走一些弯路。因为我们知道走弯路是什么样的感觉，我们知道那种苦涩。那么既然我们有能力，我们就应该帮助更多的人。我们后面做的很多事情都是基于这个逻辑。
有哪些让你目瞪口呆的 Bug ？,无问题描述,关于考勤打卡的 我们单位粗心的人事在系统里删除离职人员的时候不小心把我也删除了 当了很长时间的黑户 后来虽然又添加回来 但饭卡，慰问品之类的总是出错，每次我都得解释一遍然后气急败坏的自己去单独领一份 直到我发现 我请假系统里不扣年假 哈哈哈哈哈哈哈 无限续杯
有哪些让你目瞪口呆的 Bug ？,无问题描述,魅族手机把sim卡名称改成“无sim卡” 系统就会以为真的没有这张卡 直接断服务 且整张卡选项变为灰色 无法进行更改 重启也不行 解决办法是把系统语言改成英文 因为这样会识别到卡名字叫做“无sim卡”而不是真的没有sim卡
有哪些让你目瞪口呆的 Bug ？,无问题描述,有，不过是店员目瞪口呆，而我稳如老狗。 06年时候在福州，华莱士汉堡三个10元，两个7元，一个4.5元。 有次晚上请同学去吃，我说先来四个汉堡。 店员，“四个汉堡，14.5元。” 我，“不是14吗？” 店员，“三个10元，加一个4.5元，是14.5元啊。” 我摆摆手，“不要三个加一个，我要两个，加两个。” 店员，……………… 好了，可以点其他的了。
有哪些让你目瞪口呆的 Bug ？,无问题描述,一个老爷子卖酸奶 三块一瓶，十块三瓶 来个小伙子 “大爷，来瓶酸奶！” “三块！” “大爷，再来一瓶！” “三块！” “大爷，再来一瓶！” “三块！” “大爷你看，我买了三瓶酸奶，才九块钱，所以你那个‘十块三瓶’算错了，买的越多应该越便宜才对！” “呵呵，每天都有你这样的来一下买三瓶！”
有哪些让你目瞪口呆的 Bug ？,无问题描述,有一次，上班时指头被a4纸划破， 虽然伤口不大，还是挺疼 就用创可贴把中指贴了一圈 第二天早上起来 打开一看，我去 竟然完全愈合，毫无痕迹 突然想起周星驰电影《功夫》里的 练武奇才 难道，我也是？ 就在我向同事吹嘘时 他默默来了句 你看你中指旁边的指头 汗…… 贴错指头了
有哪些让你目瞪口呆的 Bug ？,无问题描述,写代码的时候记得把显示器屏幕擦干净点。。。。。。 -一个曾经被屏幕污点坑过的人(ノ=Д=)ノ┻━┻
有哪些让你目瞪口呆的 Bug ？,无问题描述,"那年在淘宝买笛子，商家送了个陶笛，大概长这样： 娃上小学，笛子半天吹不响，这玩意儿就没这烦恼，于是开心地玩起来。 我上班时她得意地打来电话，说已经学会了2句，要吹给我听。 商家送的谱是“女儿情”， 她吹“鸳鸯双栖蝶双飞，满园春色惹人醉”，吹到一半电话不小心断了。好不扫兴，打过来重吹，吹到一半电话又断了！ 如是三次。 这是碰到本专业的bug了啊，我兴趣来了。 拉着娃一遍遍试验。最终发现吹到“惹人醉”那个“惹”，电话必断。 见了鬼了！ 坐在那儿分析：这是全曲第一次碰到“6”这个音，看来信道中某个设备对这个频率敏感，误检成了特殊的DTMF信号，触发挂断。 我的手机是广东联通，娃是湖北移动，经过的关口有点复杂。 我让娃打给她妈妈的同是湖北移动的号，果然没这个问题。 ===== 2025/1/6更新： 想不到这个偏技术的回答居然收到了我在知乎最多的赞，不知道是被谁翻了牌子，有没要在这里更新一下。 我参加革命时间晚，随路信令只在教科书上读过，没有亲见。 在评论区 @墨枫梧桐BA7MQN 和 @点点， @PROZAC 老师的引导下补习了1号信令。 呃，一句话，如果中继线路有使用带内单频脉冲方式的1号信令，一个持续600毫秒的2600Hz脉冲就可以把通话掐掉。 @Music-X 老师甚至进一步推理出乐器的调式。可惜5年前买的小玩意儿早已找不到了，某宝上的购买链接又提示商品下架。不然我拿来吹一下，测一测频率是不是2600Hz, 就可以正式破案。 ====== 2025/1/11更新: 我找到了这玩意儿，他长这样： 网上找到了当年的谱子，这个样子 唯一的问题是，6 吹出来是2355HZ，7才是2616HZ. 要么就是我记错了断线时吹到哪里了， 要么就是2355也在2600的误差范围(也太远了点），要么就是前面的随路信令猜测不对……"
有哪些让你目瞪口呆的 Bug ？,无问题描述,我买了个自动猫粮器，需要插电的，可以手机控制，没想到被我家猫测试出来bug 一天我下班回到家，我没操作的情况下，能吃3天的，1天就没了，就很懵逼。 然后晚上我偷偷的在门缝观察猫，发现它去扒拉插座，断电在通电就会掉一些猫粮出来
有哪些让你目瞪口呆的 Bug ？,无问题描述,其实不算Bug 二十年前，某地电信局，一路光纤时断时续，因刚刚换过，怀疑是新板子问题，各种检查、换板子均无果。 于是挂表查断点，开车上路到断点，发现线杆老化倒地，光缆被野狗咬开外皮，光纤未断，却缠住了狗嘴，狗嘴一张一合，光路断断续续。 史称“狗咬光纤”事件。
有哪些让你目瞪口呆的 Bug ？,无问题描述,以前在一个小公司遇到的bug，一个只在阴雨天出现的bug，一个同事至今想起来还激动的拍轮椅 测试环境的服务器是两台实体主机放在我旁边的桌子下面，生产环境用的阿里云服务器。 某天前端开发人员反馈测试环境某些接口调不通，某些接口正常，经过排查，调不通的接口都在同一台测试机器。过去看发现机器居然关机了！ 我们很奇怪，周末办公室没有断过电，为什么机器会自动关机？重启大法解决了。 然后这个问题谁都没放在心上，直到过了几天又出现了！ 这下开始慌了，是不是谁写的代码里有隐藏的bug导致了机器会关机？ 但是代码审查一直没有查到这样的代码，而且几个版本的迭代过程中生产环境从来没有过这样的问题 而这个bug像个梦魇一样，隔那么几天就来一回，而且我们发现每次bug出现的时候都是阴雨天。老板下令一定要找出原因，不然每次新版本上线都胆战心惊，怕问题蔓延到生产环境 于是我把两台服务器从桌子下拉出来摆在我脚边，就是要看看到底什么原因 后来... . . . . . . . . . . 后来问题找到了，天气一冷坐我对面的家伙就把腿抬起来放到测试服务器主机上，那里出风口暖和 不小心就把插头搞接触不良断电了 我们把他腿打断之后这个问题再也没出现过
将 bug 译作「蚆蛒」，将 debug 译作「揥蚆蛒」，音译兼意译，是不是很巧妙？,因为 bug 和 debug 已经属于 IT 领域专有名词，错误和除错这种词义宽泛的词语不足以准确描述其特指软件相关的含义，中文译名也「专有」一下未必…显示全部,翻译得挺好 这仨字光看着就能感受到一股腥膻咸湿的克苏鲁气息，很是能准确复现debug时的精神状态 下次别翻译了
将 bug 译作「蚆蛒」，将 debug 译作「揥蚆蛒」，音译兼意译，是不是很巧妙？,因为 bug 和 debug 已经属于 IT 领域专有名词，错误和除错这种词义宽泛的词语不足以准确描述其特指软件相关的含义，中文译名也「专有」一下未必…显示全部,"阁下不会就是翻译出 “鲁棒性”""巴勒斯坦""""泰晤士报""""车厘子""""红地厘蛇果""""老头滚动条""“半条命”“套套逻辑”“套接字”“诱导公式”“方程式赛车”“把属性映射为属性”""双亲委派机制""""酉矩阵""""秩""""卡宾""""氮宾""""叶立德""""缺省""""渠化""""死投"" 的那位姐吧。 ————更新，应要求添加一下这些词的解释： 鲁棒性：robustness，robust意味健壮，强壮，应该译为健壮性，稳健性，强壮性，稳定性均可，译者不知何故要音译，由于词汇太过古早，也可能是译者当时不懂这个词的含义，总之结果导致其在国内教材中广泛使用，造成了大量学生的迷惑。 诱导公式：原文是reduction formula，即简化公式，译者翻译的时候可能用的是盗版书，国内标注的是induction formula，也可能是记错了单词的意思，因为其把reduction（减少）当作induction（归纳）来翻译，但最终的译文甚至没有体现出induction的意思，也就是说经过了两次错译才最终变成了“诱导公式”这个不明所以的名字，并且被我国高中教材广泛使用，以及各种教辅，培训班强行解释“诱导”的意思，导致越传越广。 半条命：应为半衰期。 老头滚动条：应为上古卷轴。 车厘子：cherry就是樱桃，译者非要音译出另一个物种来。 红地厘蛇果：delicious apple就是苹果，译者非要把delicious音译为地厘蛇，再加上红字，听起来像是“红地”这个地方的物种“厘蛇果”。 泰晤士报：原文是“The Times”。并没有“泰晤士（Thames）”这个发音，不仅丢失原义，还让人对该报纸的发行地产生误解。 巴勒斯坦：应为巴勒斯丁，见答主“知乎用户ObE5mQ”的回答： 套套逻辑：tautology，原义“同义反复”，纯音译导致的怪异翻译。 套接字：Socket，原义插座，接口。 方程式赛车：见用户“西瓜回路遮断器”的评论：formula使用了错误的意义。 把属性映射为属性：把property映射为attribute，译者（可能是机器）翻译时没有考虑其意义。 双亲委派机制：parent delegation，应为父类代理，当然，对于某些用户，非要译作母类代理我也没有意见，译为“双”会让人误解程序的继承关系。 酉矩阵，秩：Unitary Matrix，Unitary即单一的，被译作“酉”，中文意义看起来像是指十，鸡，很多，或者两年半。rank即排，列，被译作“秩”。 卡宾，氮宾，叶立德：见知乎用户SZnCu的回答： 缺省：默认值，原文default，不知道为什么要翻译出“缺省”，同时失去了缺少，默认两个意思。 渠化：见用户庆晓筱的回答： 死投： Dead Drop，标准译法：固定情报投放点。见用户黄金大亨的回答 蚆蛒：原文bug，译作“蚆蛒”，一晃眼还以为是浏览器没安装UTF-8出乱码了。"
将 bug 译作「蚆蛒」，将 debug 译作「揥蚆蛒」，音译兼意译，是不是很巧妙？,因为 bug 和 debug 已经属于 IT 领域专有名词，错误和除错这种词义宽泛的词语不足以准确描述其特指软件相关的含义，中文译名也「专有」一下未必…显示全部,我觉得不巧妙。 因为你这样文字太多了，文字笔画太多就不好写了。 可以简化一下。 例如bug，音是：八各。 为了简化，可以把“各”简化成为“𠂊”，八字没必要简化了，就两笔。 为了区分汉子和翻译，咱们可以把这部分文字增加角标。 最终成品：bug→バグ
将 bug 译作「蚆蛒」，将 debug 译作「揥蚆蛒」，音译兼意译，是不是很巧妙？,因为 bug 和 debug 已经属于 IT 领域专有名词，错误和除错这种词义宽泛的词语不足以准确描述其特指软件相关的含义，中文译名也「专有」一下未必…显示全部,挺不错的，一眼就有种字符集出错的感觉
将 bug 译作「蚆蛒」，将 debug 译作「揥蚆蛒」，音译兼意译，是不是很巧妙？,因为 bug 和 debug 已经属于 IT 领域专有名词，错误和除错这种词义宽泛的词语不足以准确描述其特指软件相关的含义，中文译名也「专有」一下未必…显示全部,我见过把【bug】翻译成【幺蛾子】的，比你这靠谱多了
将 bug 译作「蚆蛒」，将 debug 译作「揥蚆蛒」，音译兼意译，是不是很巧妙？,因为 bug 和 debug 已经属于 IT 领域专有名词，错误和除错这种词义宽泛的词语不足以准确描述其特指软件相关的含义，中文译名也「专有」一下未必…显示全部,把Coca-Cola翻译成蝌蝌啃蜡的人该不会也是你吧！
将 bug 译作「蚆蛒」，将 debug 译作「揥蚆蛒」，音译兼意译，是不是很巧妙？,因为 bug 和 debug 已经属于 IT 领域专有名词，错误和除错这种词义宽泛的词语不足以准确描述其特指软件相关的含义，中文译名也「专有」一下未必…显示全部,我觉得不如叫 涤悖格 涤 洗涤，去掉 悖 不合理，冲突，错误 格 格式，标准，规范，结构段落 悖格 谐音bug，导致错误，冲突或不合理的代码结构。 我觉得比你编的那个更加复合翻译的三要素，信达雅。
将 bug 译作「蚆蛒」，将 debug 译作「揥蚆蛒」，音译兼意译，是不是很巧妙？,因为 bug 和 debug 已经属于 IT 领域专有名词，错误和除错这种词义宽泛的词语不足以准确描述其特指软件相关的含义，中文译名也「专有」一下未必…显示全部,恭喜你，发现了片假名
将 bug 译作「蚆蛒」，将 debug 译作「揥蚆蛒」，音译兼意译，是不是很巧妙？,因为 bug 和 debug 已经属于 IT 领域专有名词，错误和除错这种词义宽泛的词语不足以准确描述其特指软件相关的含义，中文译名也「专有」一下未必…显示全部,目前来说，我见过最秀的英文翻译是战锤的四大邪神名字的翻译，读音相似的同时还彰显了人物设定（而且字没那么生僻） 给路人来段背景和介绍 恐虐：Khorne，代表是颅骨与鲜血，设定中代表难以遏制的好斗，丧失心智的疯狂以及淹没战场的滚滚血海，信仰恐虐的自然都是战场狂战士。 纳垢：Nurgle，代表瘟疫和无穷无尽的死寂，世界上所有瘟疫都是在纳垢精心调配下产生，纳垢接纳所有信徒，不论老丑、善恶。 色孽：Slaanesh，代表放纵享乐堕落和感官刺激。欲望，骄傲和自我放纵是所有追随他的人的标志。 奸奇：Tzeentch，混沌四神里最多变狡猾的邪神。有人说奸奇来源于希望，象征着智慧。但那早已被邪恶的混沌所扭曲，奸奇的希望来源于受害者身处绝境无限的绝望与千方百计的求生，智慧则来源于那无穷无尽的算计与阴谋。 另外附上台湾（港译）译名： 恐虐-Khorne-哥达/科恩 纳垢-Nurgle-乐高/奈格 色孽-Slaanesh-沙莉士 奸奇-Tzeentch-辛烈智 相比较下是不是看得出来译者很用心 更正：根据评论区 @滴滴滴滴 大佬提醒，现行四神的翻译最早反而是出自台湾民间论坛的，后来被gw收编，大陆传入时采用的台版翻译，最后也被gw简中部门采纳 答主举的例子其实是港译，至今仍是gw港版官译，偏向粤语音译 大陆锤圈港译一度和台译分庭抗礼，现在很多老锤友都更习惯叫色孽.“沙历士” 调查少了，我的问题 感谢评论区 @苏止胡 提醒我还有绿皮（Green skin）的翻译 先说背景，绿皮是战锤世界里的兽人（Orks），属于比较欢乐，每天只知道打打沙沙沙沙沙的种族，可以理解为绿色并且爱打架的小黄人，绿皮的科技基本全内置在dna里，并且带有搞笑角色属性，最爱做的事就是四处捡垃圾然后拼个不稳定但是能用的武器出来 整天打打杀杀的兽人信仰搞哥（Gork）和毛哥（Mork），搞哥野蛮而狡猾，毛哥狡猾而野蛮 绿皮的终极泰坦单位叫大脚（Stompa）来源于英语单词跺脚（stomp）国内一般戏称这玩意叫古巨圾，虽然没音译不过蛮传神的 这玩意长这样 另外还有绿皮的技术科研单位技术小子（Mekaniak boy简称Mekboy），这玩意的高级版本叫做大技霸（Big Mek） 兽人聚在一起会发动一次声势浩大的Waaaaaaagh！！！，而他们的头领则叫做哇博士（War Boss）
将 bug 译作「蚆蛒」，将 debug 译作「揥蚆蛒」，音译兼意译，是不是很巧妙？,因为 bug 和 debug 已经属于 IT 领域专有名词，错误和除错这种词义宽泛的词语不足以准确描述其特指软件相关的含义，中文译名也「专有」一下未必…显示全部,看大家的评价，有一种小学男生花几天想了个自以为很酷的网名然后被嘲讽的美。
被公司卸磨杀驴能把代码删除吗？,无问题描述,删除代码违法，但删除代码的注释不违法。 删除代码违法，但使用奇怪的函数名不违法。 删除代码违法，但调用乱七八糟的库不违法。 删除代码违法，但加入无用的代码不违法。
被公司卸磨杀驴能把代码删除吗？,无问题描述,想反抗又不敢反抗的时候 可以试着加倍努力干烂活，撸起袖子加油干.....烂活 态度一定要端正，水平一定要稀烂 —— 我当年实习的时候，领导敢7点之后打我电话，我就敢10点打回去向他请示 他敢10点给我打电话，我就凌晨1点给他回
